user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
4408,54.0,Female,Freelancer,4.65,68.0,,7.33,6.25,3.0,31.0,261.0,6.01
4409,39.0,Male,Teacher,7.06,72.0,8.37,5.75,8.78,2.0,104.0,153.0,8.9
4410,23.0,Male,Designer,5.48,84.0,8.66,5.71,7.8,1.0,36.0,167.0,9.6
4411,38.0,Male,Doctor,,6.0,5.33,8.4,3.57,2.0,48.0,35.0,3.89
4412,,Male,Researcher,5.46,41.0,4.74,6.35,4.72,0.0,4.0,278.0,
4413,52.0,Male,Student,8.32,24.0,8.84,6.1,8.28,,87.0,170.0,10.0
4414,32.0,Male,Freelancer,3.53,55.0,4.11,7.66,3.07,4.0,68.0,266.0,3.17
4415,22.0,Other,Doctor,4.79,46.0,8.74,6.75,7.38,0.0,,,7.48
4416,23.0,Male,Designer,2.82,84.0,5.08,7.99,6.09,1.0,31.0,108.0,6.98
4417,42.0,Female,Student,,107.0,6.19,4.94,7.66,4.0,17.0,185.0,7.32
4418,,Male,Freelancer,8.97,76.0,5.54,5.08,8.01,1.0,56.0,113.0,6.96
4419,46.0,Male,Teacher,8.07,49.0,4.77,6.06,9.4,2.0,94.0,249.0,6.64
4420,24.0,Female,Researcher,,84.0,5.76,5.59,,0.0,65.0,26.0,
4421,57.0,Male,Doctor,2.19,73.0,6.7,,4.74,0.0,34.0,288.0,3.97
4422,30.0,Male,Software Engineer,4.78,87.0,4.47,,9.32,4.0,90.0,58.0,9.06
4423,55.0,Other,Freelancer,7.95,,8.05,5.4,10.0,2.0,,36.0,8.3
4424,35.0,Female,Manager,1.39,32.0,8.0,8.83,1.94,0.0,75.0,198.0,2.48
4425,19.0,Male,Manager,7.71,25.0,7.99,4.71,10.0,0.0,1.0,175.0,10.0
4426,25.0,Male,Designer,7.12,99.0,7.43,5.82,8.06,1.0,6.0,215.0,9.84
4427,28.0,,Designer,1.58,16.0,6.28,8.53,2.52,,19.0,105.0,3.74
4428,50.0,Female,Doctor,6.72,20.0,8.17,,8.92,4.0,112.0,151.0,8.97
4429,55.0,Male,Teacher,3.69,,8.26,7.57,2.74,1.0,65.0,185.0,4.31
4430,44.0,Male,,2.6,1.0,5.43,7.81,3.79,1.0,9.0,109.0,3.42
4431,37.0,Female,Software Engineer,4.46,78.0,6.4,6.38,5.64,4.0,49.0,278.0,6.19
4432,29.0,Male,Software Engineer,2.85,43.0,5.01,7.56,2.1,4.0,12.0,265.0,2.01
4433,48.0,Male,Doctor,8.42,65.0,5.28,4.47,10.0,2.0,79.0,117.0,10.0
4434,44.0,Female,Student,7.68,70.0,5.19,4.31,9.48,4.0,105.0,40.0,8.76
4435,49.0,Male,Teacher,9.83,35.0,8.13,5.45,10.0,2.0,47.0,290.0,7.49
4436,27.0,Female,Freelancer,5.81,45.0,5.25,6.18,7.76,3.0,91.0,258.0,9.35
4437,20.0,Female,Freelancer,1.8,49.0,6.73,7.89,3.71,3.0,92.0,121.0,2.05
4438,44.0,,Freelancer,4.31,106.0,7.14,6.02,8.46,0.0,74.0,130.0,9.34
4439,52.0,Male,Student,8.55,95.0,7.72,3.47,9.47,3.0,15.0,241.0,10.0
4440,48.0,Male,Researcher,4.57,66.0,4.15,7.23,,1.0,7.0,234.0,4.94
4441,32.0,Male,,5.1,,6.38,7.15,7.54,1.0,44.0,66.0,8.11
4442,33.0,Male,Student,4.71,113.0,,6.85,5.76,0.0,20.0,58.0,5.81
4443,30.0,Female,Doctor,3.12,118.0,8.17,8.56,3.75,3.0,118.0,57.0,3.75
4444,52.0,Male,Researcher,1.66,32.0,4.18,7.78,2.86,3.0,5.0,52.0,3.19
4445,28.0,Male,Software Engineer,2.63,44.0,5.03,5.84,4.86,1.0,43.0,100.0,6.41
4446,38.0,Male,Student,4.28,24.0,5.58,7.3,7.43,2.0,59.0,259.0,6.75
4447,28.0,Male,Doctor,,36.0,4.39,6.98,5.23,0.0,74.0,121.0,6.96
4448,47.0,Female,Software Engineer,6.15,35.0,5.98,5.45,9.27,0.0,25.0,294.0,9.41
4449,52.0,Female,Student,6.53,34.0,7.72,5.54,10.0,4.0,11.0,201.0,9.33
4450,39.0,Female,Student,6.13,18.0,5.06,6.96,7.65,4.0,1.0,267.0,5.37
4451,55.0,Female,Freelancer,1.76,44.0,,6.35,5.88,3.0,83.0,87.0,6.11
4452,48.0,Female,Software Engineer,7.0,111.0,6.65,5.69,9.36,0.0,38.0,283.0,8.73
4453,31.0,Male,Manager,4.46,82.0,5.72,7.74,5.94,4.0,110.0,151.0,5.5
4454,41.0,Male,Software Engineer,8.9,96.0,5.84,3.04,10.0,4.0,91.0,221.0,10.0
4455,49.0,Female,,5.73,17.0,4.58,6.03,7.97,0.0,38.0,232.0,7.2
4456,53.0,Male,Freelancer,1.76,26.0,5.25,8.69,,0.0,70.0,69.0,2.19
4457,49.0,Male,Designer,1.08,93.0,7.66,7.66,3.14,2.0,79.0,234.0,2.98
4458,32.0,,Doctor,7.32,30.0,8.31,5.8,7.01,2.0,12.0,133.0,8.44
4459,52.0,Male,Doctor,4.6,38.0,5.33,7.05,,1.0,28.0,99.0,6.28
4460,20.0,Female,Researcher,3.59,66.0,6.94,6.39,6.24,1.0,109.0,205.0,6.56
4461,33.0,Female,Teacher,5.02,21.0,,7.03,5.74,,21.0,218.0,5.28
4462,22.0,Male,Designer,1.65,51.0,4.39,7.51,4.12,3.0,47.0,284.0,4.21
4463,38.0,Male,Software Engineer,4.53,9.0,8.82,8.11,4.57,2.0,37.0,252.0,6.02
4464,27.0,Female,Researcher,3.83,116.0,8.48,5.61,7.3,2.0,99.0,48.0,7.81
4465,36.0,Male,Researcher,8.2,7.0,4.41,4.42,10.0,2.0,65.0,202.0,10.0
4466,42.0,Male,Designer,2.57,33.0,8.11,6.67,4.16,3.0,55.0,88.0,5.45
4467,21.0,Female,Manager,7.81,105.0,4.51,4.37,9.99,3.0,99.0,21.0,10.0
4468,46.0,Male,Freelancer,5.5,52.0,8.14,6.31,8.43,1.0,77.0,124.0,10.0
4469,36.0,Male,Researcher,1.74,17.0,8.57,8.1,2.28,4.0,,248.0,1.54
4470,19.0,Male,Researcher,9.73,11.0,4.77,5.81,10.0,,12.0,140.0,10.0
4471,27.0,Female,Doctor,,109.0,4.74,5.93,8.87,0.0,113.0,283.0,10.0
4472,42.0,Male,Manager,3.34,63.0,8.63,8.51,1.22,2.0,67.0,44.0,1.0
4473,37.0,Male,Doctor,6.24,56.0,5.51,7.39,,,79.0,41.0,7.12
4474,36.0,Male,Manager,9.1,95.0,6.36,4.81,10.0,,1.0,,9.39
4475,40.0,Male,Researcher,9.38,1.0,5.52,5.98,10.0,2.0,43.0,64.0,10.0
4476,41.0,Female,Doctor,7.58,16.0,7.75,6.7,9.16,1.0,48.0,,9.74
4477,28.0,Female,Software Engineer,7.55,51.0,,,8.03,4.0,109.0,285.0,8.96
4478,51.0,,,3.5,75.0,6.47,7.11,4.64,0.0,98.0,131.0,
4479,45.0,Male,Freelancer,9.91,70.0,8.25,4.2,10.0,1.0,19.0,,9.76
4480,22.0,Male,Student,3.19,78.0,8.71,7.33,4.87,1.0,17.0,68.0,2.63
4481,22.0,Female,Doctor,1.8,1.0,5.76,,,1.0,7.0,296.0,1.0
4482,38.0,Male,Researcher,9.8,26.0,4.57,4.74,10.0,4.0,22.0,102.0,10.0
4483,29.0,Male,Designer,2.38,25.0,8.05,8.52,3.33,1.0,117.0,,3.76
4484,21.0,Other,Student,5.69,24.0,4.55,7.87,6.12,3.0,108.0,184.0,4.77
4485,59.0,Male,Designer,5.21,11.0,7.9,7.59,5.32,4.0,46.0,27.0,5.46
4486,37.0,Other,Researcher,8.63,16.0,7.44,6.05,10.0,3.0,50.0,36.0,10.0
4487,,Male,Doctor,4.57,64.0,6.89,6.78,6.82,1.0,86.0,104.0,8.77
4488,42.0,Male,Researcher,5.52,94.0,8.7,5.75,,4.0,24.0,63.0,
4489,31.0,Female,Software Engineer,1.39,39.0,5.61,9.6,1.17,3.0,104.0,126.0,2.55
4490,28.0,Male,Freelancer,2.87,4.0,4.47,6.8,6.3,3.0,99.0,283.0,5.88
4491,49.0,Male,Freelancer,8.5,91.0,8.91,4.46,10.0,2.0,2.0,158.0,9.2
4492,28.0,Male,Student,5.31,27.0,,5.14,8.59,2.0,81.0,270.0,9.2
4493,35.0,Other,Student,3.08,71.0,6.17,5.59,4.97,2.0,28.0,290.0,3.98
4494,44.0,Male,Doctor,4.32,117.0,4.45,3.66,10.0,4.0,114.0,232.0,9.69
4495,35.0,Female,Freelancer,3.57,51.0,7.72,7.9,6.92,3.0,,259.0,7.65
4496,40.0,Female,Freelancer,6.01,,7.6,5.54,8.01,0.0,23.0,133.0,8.31
4497,28.0,Female,Manager,1.46,5.0,4.73,,1.98,4.0,92.0,162.0,1.0
4498,38.0,Female,Doctor,3.02,17.0,5.17,9.05,2.49,1.0,117.0,138.0,2.97
4499,22.0,Male,Doctor,4.19,36.0,4.08,6.95,,0.0,75.0,175.0,4.63
4500,40.0,Male,Freelancer,9.35,73.0,8.45,3.56,10.0,1.0,104.0,282.0,9.19
4501,58.0,Male,Teacher,6.61,63.0,5.22,,9.35,4.0,32.0,206.0,8.33
4502,42.0,Male,Software Engineer,5.54,110.0,,5.82,8.62,,12.0,63.0,7.98
4503,58.0,Male,Manager,2.72,98.0,6.86,6.59,5.41,4.0,13.0,86.0,3.98
4504,,Male,Researcher,6.02,34.0,6.13,6.75,,1.0,33.0,150.0,8.45
4505,39.0,Female,Software Engineer,9.36,16.0,4.04,3.88,10.0,2.0,25.0,227.0,8.46
4506,36.0,,Freelancer,6.1,109.0,4.46,4.5,8.66,4.0,54.0,278.0,9.1
4507,18.0,Male,Doctor,2.48,90.0,4.79,8.74,2.73,2.0,53.0,71.0,3.45
4508,,Male,Teacher,9.97,87.0,4.53,2.23,10.0,4.0,7.0,131.0,10.0
4509,21.0,Male,Researcher,5.49,9.0,5.28,6.41,7.91,3.0,91.0,121.0,8.1
4510,18.0,Male,Researcher,3.88,50.0,4.77,6.83,6.35,1.0,101.0,97.0,5.12
4511,32.0,Male,Freelancer,5.53,111.0,7.32,4.75,8.94,3.0,6.0,266.0,10.0
4512,57.0,Female,Doctor,3.37,80.0,5.49,7.33,2.97,1.0,51.0,48.0,2.53
4513,29.0,Male,Doctor,1.27,51.0,7.59,8.66,1.0,3.0,92.0,99.0,1.1
4514,39.0,Male,Software Engineer,9.01,108.0,4.68,4.23,10.0,4.0,92.0,141.0,9.77
4515,39.0,Male,Freelancer,4.86,,5.05,7.17,7.14,4.0,93.0,,8.35
4516,34.0,Other,Teacher,7.78,32.0,7.94,,9.12,1.0,61.0,252.0,9.74
4517,46.0,Female,Software Engineer,9.74,96.0,7.17,4.9,10.0,1.0,106.0,234.0,7.99
4518,31.0,,Doctor,6.69,16.0,4.48,7.36,6.44,4.0,56.0,43.0,
4519,37.0,Male,Designer,7.22,81.0,8.8,4.81,9.79,3.0,105.0,287.0,10.0
4520,,Male,,9.49,48.0,7.81,,10.0,4.0,108.0,256.0,9.65
4521,32.0,Male,Freelancer,5.65,107.0,6.76,4.79,8.94,2.0,31.0,200.0,8.93
4522,29.0,Male,Manager,3.88,101.0,5.71,5.93,6.82,1.0,82.0,199.0,7.8
4523,57.0,Female,Doctor,9.29,6.0,4.47,5.34,8.55,2.0,53.0,233.0,8.94
4524,37.0,Male,Manager,1.62,112.0,5.79,8.15,1.71,1.0,113.0,102.0,2.15
4525,47.0,Male,Researcher,2.93,89.0,5.62,7.34,,0.0,69.0,63.0,5.92
4526,55.0,Female,Teacher,4.07,111.0,4.39,,6.84,4.0,42.0,174.0,7.92
4527,20.0,Male,Freelancer,8.04,64.0,7.92,4.77,10.0,,105.0,97.0,10.0
4528,45.0,Female,Designer,9.14,,6.08,5.56,9.65,2.0,107.0,79.0,9.9
4529,43.0,Male,Manager,5.07,74.0,8.45,6.17,6.45,1.0,40.0,,5.92
4530,47.0,Male,Freelancer,3.58,9.0,4.79,8.78,3.33,4.0,37.0,278.0,4.33
4531,30.0,Male,Manager,4.18,30.0,5.59,5.17,7.13,3.0,70.0,241.0,6.91
4532,30.0,Female,Teacher,6.91,24.0,5.4,,10.0,3.0,,255.0,9.77
4533,19.0,Male,Doctor,,56.0,8.33,9.14,3.55,,94.0,180.0,3.98
4534,54.0,Male,Doctor,5.93,64.0,6.54,3.57,10.0,1.0,68.0,109.0,10.0
4535,55.0,Male,Student,,42.0,4.71,4.32,8.66,2.0,59.0,99.0,8.88
4536,19.0,Female,Teacher,7.37,119.0,5.79,4.33,10.0,1.0,69.0,152.0,10.0
4537,53.0,Female,Designer,6.44,2.0,8.72,7.63,8.18,3.0,82.0,114.0,8.0
4538,43.0,Male,Student,1.87,54.0,6.76,5.98,5.45,2.0,41.0,183.0,3.6
4539,28.0,Male,Freelancer,7.2,47.0,4.18,5.58,10.0,2.0,35.0,135.0,10.0
4540,25.0,Female,Teacher,1.2,64.0,4.29,9.1,3.07,,77.0,62.0,2.79
4541,57.0,Female,Doctor,4.51,70.0,5.18,6.04,7.2,,73.0,237.0,6.96
4542,39.0,Female,Student,4.75,106.0,7.11,5.57,6.94,0.0,47.0,177.0,4.8
4543,37.0,Male,Doctor,2.05,112.0,5.23,7.9,3.81,3.0,103.0,158.0,
4544,25.0,Male,Software Engineer,1.09,114.0,8.25,7.74,1.57,,27.0,237.0,1.0
4545,46.0,Female,Software Engineer,1.64,59.0,7.15,8.09,3.23,2.0,50.0,206.0,3.28
4546,57.0,Female,Student,5.02,13.0,5.5,6.46,7.36,4.0,39.0,256.0,8.23
4547,,Female,Student,,86.0,5.97,6.28,3.66,4.0,9.0,41.0,4.95
4548,47.0,Male,Teacher,1.62,111.0,5.88,7.63,1.43,1.0,20.0,174.0,2.31
4549,34.0,Female,,3.31,80.0,5.57,6.7,6.3,0.0,2.0,163.0,5.82
4550,37.0,Female,,5.76,13.0,7.15,5.95,6.17,2.0,11.0,201.0,6.56
4551,33.0,Female,,7.68,8.0,5.01,4.85,9.11,0.0,68.0,155.0,8.98
4552,,,Software Engineer,4.71,84.0,,4.01,9.49,,25.0,,9.12
4553,33.0,Female,Researcher,6.52,44.0,4.43,5.3,8.05,1.0,26.0,29.0,8.31
4554,44.0,Female,Software Engineer,6.37,1.0,5.88,6.78,7.43,0.0,9.0,179.0,
4555,40.0,Female,Software Engineer,9.07,115.0,4.32,4.78,10.0,2.0,113.0,61.0,10.0
4556,41.0,Female,Doctor,2.61,,4.09,9.04,3.33,1.0,37.0,292.0,4.41
4557,26.0,Other,Designer,5.29,7.0,7.23,6.86,7.48,2.0,76.0,291.0,6.19
4558,52.0,Other,Student,6.69,35.0,4.81,5.58,9.24,2.0,89.0,182.0,
4559,37.0,Male,Software Engineer,5.68,89.0,4.18,5.06,9.83,0.0,47.0,286.0,10.0
4560,54.0,Female,Manager,5.05,36.0,4.34,5.25,,3.0,26.0,29.0,7.55
4561,59.0,Female,Researcher,9.76,14.0,5.0,,10.0,3.0,116.0,175.0,10.0
4562,34.0,Male,Teacher,9.48,33.0,7.6,4.27,10.0,2.0,63.0,255.0,9.54
4563,48.0,Male,Freelancer,6.5,20.0,4.06,6.22,5.81,0.0,104.0,164.0,5.1
4564,,Male,Student,4.96,86.0,,5.68,7.63,2.0,46.0,257.0,6.94
4565,32.0,Female,Freelancer,7.8,8.0,6.99,4.81,10.0,1.0,7.0,121.0,
4566,48.0,Male,Student,5.62,39.0,6.57,6.03,8.01,4.0,86.0,163.0,7.68
4567,47.0,Female,Student,9.96,25.0,8.55,3.63,10.0,4.0,103.0,104.0,9.73
4568,37.0,Female,Designer,7.17,106.0,8.15,5.87,8.73,3.0,63.0,72.0,8.33
4569,56.0,Female,Researcher,1.61,21.0,6.09,9.6,2.35,4.0,117.0,255.0,1.77
4570,29.0,Male,Software Engineer,4.62,12.0,4.03,7.3,5.05,3.0,,279.0,4.39
4571,34.0,Male,Teacher,7.57,24.0,7.55,6.98,8.31,3.0,55.0,258.0,9.56
4572,59.0,Male,,8.58,,4.24,4.94,10.0,1.0,64.0,24.0,10.0
4573,47.0,Male,Freelancer,8.32,114.0,5.39,4.11,10.0,1.0,1.0,122.0,10.0
4574,46.0,Female,Doctor,9.8,90.0,6.47,3.67,10.0,3.0,88.0,103.0,10.0
4575,36.0,Female,Teacher,5.4,14.0,4.5,5.51,6.79,4.0,,93.0,7.48
4576,28.0,Male,Teacher,2.26,75.0,7.4,8.06,4.83,4.0,39.0,204.0,4.39
4577,51.0,Female,Manager,6.87,44.0,5.61,6.75,9.77,3.0,11.0,157.0,10.0
4578,24.0,Male,Teacher,1.64,96.0,5.81,8.14,4.93,,43.0,202.0,5.08
4579,51.0,Male,Doctor,9.76,,,4.88,10.0,2.0,,141.0,
4580,37.0,Female,Teacher,7.83,88.0,5.99,,7.36,1.0,79.0,165.0,7.99
4581,55.0,Male,Manager,9.84,39.0,5.12,4.99,10.0,1.0,11.0,84.0,9.29
4582,41.0,Female,Teacher,4.4,46.0,4.88,7.89,6.55,4.0,11.0,56.0,
4583,27.0,Female,Researcher,,85.0,,8.5,2.29,4.0,70.0,275.0,1.0
4584,49.0,Female,Freelancer,5.69,60.0,7.75,7.54,6.52,4.0,101.0,256.0,6.22
4585,32.0,Male,Software Engineer,2.09,13.0,,8.24,3.05,3.0,72.0,58.0,4.59
4586,54.0,Male,Manager,7.12,71.0,5.6,5.0,9.86,1.0,89.0,204.0,10.0
4587,37.0,Male,Software Engineer,5.48,87.0,8.78,6.61,6.04,1.0,37.0,99.0,4.21
4588,20.0,Other,Software Engineer,7.78,,8.92,5.55,8.23,2.0,79.0,98.0,9.26
4589,54.0,Male,Student,3.62,75.0,6.93,7.34,3.1,0.0,16.0,225.0,2.8
4590,57.0,Male,Manager,8.46,46.0,7.78,6.17,9.15,1.0,46.0,51.0,8.97
4591,25.0,Female,Teacher,6.86,,7.74,3.79,9.15,1.0,85.0,202.0,8.94
4592,57.0,Female,Freelancer,9.89,15.0,,5.23,10.0,0.0,100.0,88.0,8.47
4593,40.0,Female,Freelancer,2.61,70.0,4.24,7.0,,0.0,44.0,227.0,4.88
4594,57.0,Other,Freelancer,1.46,17.0,7.7,9.69,1.0,0.0,102.0,261.0,1.0
4595,28.0,Male,Designer,8.66,44.0,4.68,4.4,10.0,1.0,65.0,55.0,10.0
4596,25.0,Male,Designer,4.05,22.0,5.45,,,4.0,38.0,115.0,2.97
4597,46.0,Male,Designer,4.88,25.0,5.58,8.34,6.72,1.0,82.0,231.0,7.38
4598,47.0,Male,Freelancer,9.33,101.0,5.75,2.97,10.0,,39.0,231.0,9.91
4599,27.0,Female,Doctor,4.97,65.0,6.33,5.24,8.6,2.0,109.0,154.0,9.09
4600,56.0,Male,Researcher,3.68,1.0,6.51,8.51,4.63,3.0,22.0,165.0,2.66
4601,45.0,Female,Freelancer,1.54,21.0,6.42,10.0,1.0,0.0,37.0,,1.0
4602,53.0,Male,Software Engineer,4.99,114.0,4.81,7.11,3.95,1.0,2.0,198.0,4.66
4603,30.0,Male,Software Engineer,6.89,37.0,7.24,7.66,8.18,1.0,85.0,66.0,7.36
4604,49.0,Female,Freelancer,3.42,41.0,7.95,6.66,6.4,2.0,40.0,90.0,5.9
4605,53.0,Male,Software Engineer,,27.0,6.31,5.49,10.0,2.0,71.0,208.0,8.26
4606,54.0,Female,Manager,5.3,62.0,8.19,5.6,7.35,2.0,37.0,70.0,8.62
4607,43.0,Other,Doctor,8.72,16.0,6.22,5.22,10.0,2.0,81.0,291.0,10.0
4608,39.0,Female,Teacher,2.46,114.0,6.84,7.07,6.56,3.0,,74.0,5.53
4609,21.0,Male,Student,7.81,111.0,4.35,5.14,9.53,3.0,92.0,236.0,9.56
4610,48.0,Female,Researcher,9.39,81.0,4.73,4.55,10.0,2.0,92.0,110.0,10.0
4611,35.0,Male,Freelancer,7.67,58.0,7.84,6.43,9.67,2.0,49.0,42.0,10.0
4612,55.0,Female,Freelancer,4.65,114.0,5.25,5.41,8.75,3.0,119.0,37.0,9.2
4613,41.0,,Researcher,3.07,1.0,4.47,9.89,4.34,,94.0,160.0,5.65
4614,40.0,Male,Manager,1.89,98.0,6.84,7.38,4.66,1.0,111.0,176.0,1.22
4615,39.0,Other,Software Engineer,6.78,78.0,4.47,5.68,8.63,4.0,62.0,222.0,9.01
4616,19.0,Male,Researcher,2.29,78.0,7.42,9.11,3.05,1.0,98.0,241.0,3.24
4617,48.0,Female,Teacher,8.54,107.0,7.45,2.07,,1.0,94.0,85.0,10.0
4618,28.0,Male,Designer,9.65,115.0,6.27,3.32,10.0,4.0,100.0,57.0,10.0
4619,45.0,Female,Freelancer,2.22,108.0,7.43,5.34,5.98,4.0,62.0,152.0,5.81
4620,49.0,Other,Student,4.38,118.0,8.0,4.41,7.87,3.0,28.0,293.0,9.4
4621,22.0,Male,Designer,9.44,97.0,4.99,3.72,10.0,2.0,101.0,163.0,9.63
4622,55.0,Female,Freelancer,5.24,49.0,7.25,5.61,7.54,3.0,17.0,,8.48
4623,27.0,Female,Teacher,5.82,14.0,7.46,7.3,5.13,2.0,91.0,62.0,4.12
4624,57.0,Female,Teacher,7.73,17.0,4.97,5.93,8.97,1.0,114.0,52.0,
4625,41.0,Male,Designer,2.89,76.0,7.63,6.57,5.06,2.0,89.0,79.0,6.32
4626,52.0,Female,Manager,9.81,37.0,7.6,2.92,10.0,4.0,44.0,54.0,10.0
4627,40.0,Male,Student,8.03,7.0,4.79,7.02,,4.0,101.0,59.0,8.5
4628,34.0,Male,Designer,2.45,79.0,5.59,7.63,4.08,2.0,52.0,30.0,1.49
4629,18.0,Male,Designer,2.0,19.0,8.71,7.83,2.68,2.0,37.0,,3.27
4630,48.0,Female,Researcher,9.41,59.0,4.36,3.54,,2.0,77.0,192.0,10.0
4631,48.0,Female,,7.17,25.0,5.14,4.92,9.28,1.0,101.0,195.0,9.26
4632,59.0,Male,Designer,1.35,34.0,6.89,8.85,1.39,1.0,101.0,198.0,1.66
4633,59.0,Female,Student,2.28,,,8.31,4.26,1.0,107.0,239.0,4.62
4634,51.0,Female,Doctor,1.43,,5.29,,2.21,1.0,,140.0,2.98
4635,26.0,Male,Student,9.77,17.0,8.08,6.05,10.0,,93.0,142.0,10.0
4636,39.0,Female,Manager,5.48,43.0,5.84,6.84,7.02,0.0,53.0,140.0,8.24
4637,30.0,Male,Designer,5.16,6.0,5.76,8.82,4.88,3.0,90.0,160.0,4.94
4638,42.0,Male,Software Engineer,9.6,107.0,8.98,3.36,10.0,2.0,13.0,298.0,8.62
4639,35.0,Male,Software Engineer,5.54,34.0,8.09,4.79,8.05,1.0,9.0,236.0,9.06
4640,29.0,Female,Teacher,5.66,11.0,5.24,5.69,,1.0,32.0,178.0,8.83
4641,57.0,Other,Researcher,9.86,110.0,4.93,2.88,10.0,4.0,119.0,201.0,10.0
4642,34.0,Male,Doctor,2.0,112.0,4.42,6.81,4.83,0.0,56.0,250.0,
4643,32.0,Male,Researcher,,43.0,6.41,3.64,10.0,1.0,29.0,220.0,10.0
4644,59.0,Female,Freelancer,2.49,40.0,5.67,8.61,4.48,2.0,41.0,79.0,4.86
4645,32.0,Female,Freelancer,5.26,53.0,5.9,7.59,4.91,4.0,57.0,252.0,4.25
4646,32.0,Female,Manager,,0.0,6.16,5.72,7.51,3.0,64.0,138.0,9.11
4647,56.0,Female,Researcher,9.6,24.0,8.96,5.54,,3.0,18.0,238.0,7.63
4648,30.0,Female,Teacher,5.37,79.0,4.01,5.48,6.73,0.0,111.0,187.0,5.33
4649,34.0,Female,Freelancer,1.21,14.0,6.13,7.45,3.21,2.0,18.0,139.0,3.14
4650,49.0,Female,Teacher,3.0,74.0,4.32,5.95,6.59,2.0,39.0,215.0,
4651,26.0,Male,Software Engineer,4.88,100.0,7.37,5.37,8.03,3.0,4.0,293.0,7.12
4652,57.0,Female,Student,7.09,102.0,4.25,4.15,10.0,1.0,24.0,140.0,8.94
4653,37.0,Male,Teacher,6.06,2.0,7.83,5.98,7.85,1.0,115.0,251.0,9.61
4654,43.0,Male,Teacher,8.65,44.0,8.34,3.62,10.0,4.0,32.0,186.0,10.0
4655,44.0,Male,Freelancer,8.46,119.0,8.85,5.67,10.0,4.0,55.0,263.0,10.0
4656,38.0,Female,Researcher,6.31,44.0,4.6,6.17,7.98,2.0,118.0,138.0,6.34
4657,35.0,Female,Doctor,6.14,50.0,8.89,6.68,8.22,0.0,84.0,121.0,8.06
4658,30.0,Female,Freelancer,3.5,41.0,6.06,8.55,4.96,1.0,30.0,55.0,3.57
4659,33.0,Male,Software Engineer,9.62,38.0,7.16,4.02,10.0,1.0,51.0,270.0,10.0
4660,26.0,Female,Student,1.69,19.0,,,1.5,0.0,77.0,51.0,2.27
4661,29.0,Male,Doctor,4.57,116.0,,5.94,7.53,1.0,63.0,264.0,6.84
4662,55.0,Female,,6.95,86.0,5.76,3.99,10.0,1.0,115.0,264.0,10.0
4663,36.0,,Freelancer,9.51,78.0,6.52,2.87,10.0,0.0,30.0,195.0,10.0
4664,24.0,Female,Researcher,5.51,17.0,4.66,9.06,3.85,,15.0,103.0,3.21
4665,52.0,Female,Student,9.06,115.0,7.45,6.1,9.47,4.0,39.0,299.0,9.17
4666,35.0,Female,Teacher,1.94,,6.98,6.84,5.67,4.0,88.0,76.0,4.95
4667,33.0,Female,Doctor,,98.0,,6.02,8.66,0.0,117.0,255.0,8.97
4668,56.0,Female,Teacher,3.84,28.0,8.92,8.14,5.41,0.0,68.0,168.0,7.86
4669,21.0,Male,Researcher,8.16,,4.03,5.85,10.0,2.0,24.0,100.0,10.0
4670,42.0,Female,Designer,5.0,41.0,5.68,5.93,6.58,3.0,94.0,57.0,6.21
4671,49.0,Male,Student,5.28,78.0,5.31,5.06,7.06,,78.0,255.0,7.67
4672,57.0,Male,Doctor,1.58,95.0,6.8,8.9,3.19,0.0,9.0,102.0,3.01
4673,30.0,Male,Software Engineer,4.94,11.0,8.44,9.14,,4.0,102.0,195.0,2.25
4674,34.0,Female,,1.73,,7.29,7.23,5.82,1.0,114.0,205.0,6.38
4675,54.0,Male,Designer,3.7,55.0,4.24,5.84,6.76,2.0,104.0,71.0,7.44
4676,23.0,Male,Manager,2.14,,8.32,6.81,4.3,4.0,104.0,109.0,3.18
4677,,Other,Researcher,4.01,11.0,5.33,7.32,4.96,2.0,75.0,91.0,5.28
4678,30.0,Female,Designer,3.05,88.0,4.55,,5.28,4.0,77.0,58.0,4.18
4679,43.0,,Designer,3.57,52.0,6.16,7.09,5.75,1.0,61.0,147.0,
4680,31.0,Female,Teacher,2.34,97.0,8.49,,3.41,0.0,89.0,181.0,4.64
4681,48.0,Male,,4.96,7.0,4.17,8.26,5.86,3.0,6.0,173.0,7.4
4682,21.0,Female,Freelancer,5.48,57.0,7.13,6.54,8.24,0.0,2.0,280.0,
4683,56.0,Female,Doctor,8.53,23.0,5.66,5.73,9.64,4.0,25.0,234.0,10.0
4684,25.0,Female,Student,5.85,,7.11,5.51,8.88,4.0,53.0,124.0,8.95
4685,42.0,Female,Software Engineer,3.06,60.0,5.33,6.82,5.51,2.0,65.0,285.0,6.19
4686,30.0,Male,Teacher,7.62,0.0,8.84,7.47,7.3,1.0,31.0,126.0,7.24
4687,49.0,Male,Manager,3.68,88.0,4.57,5.34,6.17,3.0,38.0,116.0,4.73
4688,,Female,Doctor,7.81,97.0,4.79,4.88,9.53,2.0,12.0,285.0,9.88
4689,55.0,Male,Student,4.48,77.0,4.23,6.82,7.3,1.0,107.0,271.0,5.48
4690,45.0,Other,,5.62,99.0,7.97,7.51,5.97,1.0,65.0,281.0,3.96
